Species	Sequence ID	Subfamily	Domains	Superkingdom	seqLabel
Phialophora_europaea_CBS_101466	XP_008710809.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_12929
Phialophora_europaea_CBS_101466	XP_008712366.1	ABCF5	ABC1, ABC2, ABCF5_CTD, ABCF5_NTD, arm, linker	Eukaryota	Eukaryota_ABCF5_12930
Phialophora_europaea_CBS_101466	XP_008715120.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12931
Phialophora_europaea_CBS_101466	XP_008718846.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, New1_CTD	Eukaryota	Eukaryota_New1_12932
Phialophora_europaea_CBS_101466	XP_008718875.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_12933
Cladophialophora_carrionii_CBS_160.54	XP_008722027.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_12934
Cladophialophora_carrionii_CBS_160.54	XP_008724544.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, New1_CTD	Eukaryota	Eukaryota_New1_12935
Cladophialophora_carrionii_CBS_160.54	XP_008724570.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_12936
Cladophialophora_carrionii_CBS_160.54	XP_008730628.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12937
Phoenix_dactylifera	XP_008778513.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_12938
Phoenix_dactylifera	XP_008789541.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12939
Phoenix_dactylifera	XP_008789542.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12940
Phoenix_dactylifera	XP_008793658.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12941
Phoenix_dactylifera	XP_008800545.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12942
Phoenix_dactylifera	XP_008800546.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12943
Phoenix_dactylifera	XP_008811580.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_12944
Phoenix_dactylifera	XP_008812003.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12945
Plasmodium_inui_San_Antonio_1	XP_008817973.1	ABCF7	ABC1, ABC2, ABCF7_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_12946
Nannospalax_galili	XP_008829493.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_12947
Nannospalax_galili	XP_008839442.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12948
Nannospalax_galili	XP_008839443.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12949
Nannospalax_galili	XP_008845452.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12950
Nannospalax_galili	XP_008845453.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12951
Nannospalax_galili	XP_008845454.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12952
Nannospalax_galili	XP_008845455.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12953
Entamoeba_nuttalli_P19	XP_008857592.1	ABCF6	ABC1, ABC2, arm	Eukaryota	Eukaryota_ABCF6_12954
Aphanomyces_invadans	XP_008862733.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_12955
Aphanomyces_invadans	XP_008864972.1	eEF3L	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3L_12956
Aphanomyces_invadans	XP_008865298.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_12957
Aphanomyces_invadans	XP_008870271.1	mEttA	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_mEttA_12958
Aphanomyces_invadans	XP_008873003.1	eEF3L	ABC1, ABC2, eEF3_heat, chromo_like, eEF3_4HB	Eukaryota	Eukaryota_eEF3L_12959
Aphanomyces_invadans	XP_008873187.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12960
Aphanomyces_invadans	XP_008877805.1	ABCF5	ABC1, ABC2, ABCF5_NTD, linker	Eukaryota	Eukaryota_ABCF5_12961
Aphanomyces_invadans	XP_008877807.1	ABCF5	ABC1, ABC2, ABCF5_NTD, arm	Eukaryota	Eukaryota_ABCF5_12962
Aphanomyces_invadans	XP_008881029.1	eEF3L	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3L_12963
Aphanomyces_invadans	XP_008881031.1	eEF3L	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3L_12964
Phytophthora_parasitica_INRA-310	XP_008889709.1	mEttA	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_mEttA_12965
Phytophthora_parasitica_INRA-310	XP_008890354.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_12966
Phytophthora_parasitica_INRA-310	XP_008896419.1	ABCF5	ABC1, ABC2	Eukaryota	Eukaryota_ABCF5_12967
Phytophthora_parasitica_INRA-310	XP_008897766.1	ABCF5	ABC1, ABC2, ABCF5_NTD, linker	Eukaryota	Eukaryota_ABCF5_12968
Phytophthora_parasitica_INRA-310	XP_008902134.1	eEF3L	ABC1, ABC2, eEF3_heat, eEF3_4HB	Eukaryota	Eukaryota_eEF3L_12969
Phytophthora_parasitica_INRA-310	XP_008905487.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12970
Phytophthora_parasitica_INRA-310	XP_008907089.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_12971
Phytophthora_parasitica_INRA-310	XP_008907567.1	eEF3L	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB	Eukaryota	Eukaryota_eEF3L_12972
Phytophthora_parasitica_INRA-310	XP_008912594.1	ABCF5	ABC1, ABC2, ABCF5_NTD	Eukaryota	Eukaryota_ABCF5_12973
Phytophthora_parasitica_INRA-310	XP_008912595.1	ABCF5	ABC1, ABC2, linker	Eukaryota	Eukaryota_ABCF5_12974
Phytophthora_parasitica_INRA-310	XP_008916383.1	ABCF5	ABC1, ABC2, ABCF5_NTD, arm	Eukaryota	Eukaryota_ABCF5_12975
Manacus_vitellinus	XP_008922801.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_12976
Manacus_vitellinus	XP_008927217.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12977
Merops_nubicus	XP_008934581.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12978
Merops_nubicus	XP_008937181.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm	Eukaryota	Eukaryota_ABCF3_12979
Merops_nubicus	XP_008942326.1	ABCF3	ABC1, ABC2, linker	Eukaryota	Eukaryota_ABCF3_12980
Pan_paniscus	XP_008957725.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12981
Pan_paniscus	XP_008966203.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12982
Pan_paniscus	XP_008966204.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12983
Callithrix_jacchus	XP_008992358.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12984
Callithrix_jacchus	XP_008992359.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12985
Callithrix_jacchus	XP_008992360.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12986
Callithrix_jacchus	XP_009001067.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_12987
Helobdella_robusta	XP_009012034.1	ABCF2	ABC1, ABC2, linker	Eukaryota	Eukaryota_ABCF2_12988
Helobdella_robusta	XP_009023391.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_12989
Helobdella_robusta	XP_009028065.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm	Eukaryota	Eukaryota_ABCF1_12990
Aureococcus_anophagefferens	XP_009032187.1	algAF1	CLP_protease, ABC1, ABC2, bact_CTD_extensions, arm, linker	Eukaryota	Eukaryota_algAF1_12991
Aureococcus_anophagefferens	XP_009033137.1	eEF3L	eEF3_heat	Eukaryota	Eukaryota_eEF3L_12992
Aureococcus_anophagefferens	XP_009033280.1	ABCF4	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF4_12993
Aureococcus_anophagefferens	XP_009033511.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_12994
Aureococcus_anophagefferens	XP_009034225.1	eEF3L	ABC1, ABC2, chromo_like	Eukaryota	Eukaryota_eEF3L_12995
Aureococcus_anophagefferens	XP_009034656.1	ABCF1	ABC1, ABC2, arm	Eukaryota	Eukaryota_ABCF1_12996
Aureococcus_anophagefferens	XP_009034708.1	eEF3L	ABC1, ABC2, chromo_like	Eukaryota	Eukaryota_eEF3L_12997
Aureococcus_anophagefferens	XP_009034944.1	algEttA	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_algEttA_12998
Aureococcus_anophagefferens	XP_009035138.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_12999
Aureococcus_anophagefferens	XP_009036436.1	eEF3L	ABC1, ABC2, chromo_like	Eukaryota	Eukaryota_eEF3L_13000
Aureococcus_anophagefferens	XP_009036895.1	ABCF4	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF4_13001
Aureococcus_anophagefferens	XP_009037799.1	algUup	ABC1, ABC2, arm	Eukaryota	Eukaryota_algUup_13002
Aureococcus_anophagefferens	XP_009038120.1	ABCF7	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF7_13003
Aureococcus_anophagefferens	XP_009038452.1	cpYdif	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_cpYdif_13004
Aureococcus_anophagefferens	XP_009039641.1	eEF3L	ABC1, ABC2, eEF3_heat, chromo_like	Eukaryota	Eukaryota_eEF3L_13005
Aureococcus_anophagefferens	XP_009039898.1	eEF3L	ABC1, ABC2, chromo_like	Eukaryota	Eukaryota_eEF3L_13006
Aureococcus_anophagefferens	XP_009041315.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_13007
Aureococcus_anophagefferens	XP_009042972.1	eEF3L	ABC1, ABC2, chromo_like, eEF3_CTD	Eukaryota	Eukaryota_eEF3L_13008
Lottia_gigantea	XP_009050489.1	ABCF1	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF1_13009
Lottia_gigantea	XP_009063024.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13010
Lottia_gigantea	XP_009065672.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, ABCF5_CTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13011
Acanthisitta_chloris	XP_009075921.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13012
Acanthisitta_chloris	XP_009078195.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13013
Serinus_canaria	XP_009087334.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13014
Serinus_canaria	XP_009098007.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13015
Brassica_rapa	XP_009112839.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13016
Brassica_rapa	XP_009116134.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13017
Brassica_rapa	XP_009116135.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13018
Brassica_rapa	XP_009122110.1	cpYdif	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_cpYdif_13019
Brassica_rapa	XP_009126126.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13020
Brassica_rapa	XP_009130478.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_13021
Brassica_rapa	XP_009131903.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13022
Brassica_rapa	XP_009139232.1	ABCF1	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF1_13023
Opisthorchis_viverrini	XP_009170115.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13024
Opisthorchis_viverrini	XP_009172639.1	ABCF3	RVT_1, ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13025
Opisthorchis_viverrini	XP_009174139.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13026
Opisthorchis_viverrini	XP_009174366.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm	Eukaryota	Eukaryota_ABCF2_13027
Gaeumannomyces_graminis_var._tritici_R3-111a-1	XP_009216144.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13028
Gaeumannomyces_graminis_var._tritici_R3-111a-1	XP_009219340.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_13029
Gaeumannomyces_graminis_var._tritici_R3-111a-1	XP_009224642.1	ABCF5	ABC1, ABC2, ABCF5_NTD, arm, linker	Eukaryota	Eukaryota_ABCF5_13030
Gaeumannomyces_graminis_var._tritici_R3-111a-1	XP_009227035.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13031
Gaeumannomyces_graminis_var._tritici_R3-111a-1	XP_009227940.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, New1_CTD	Eukaryota	Eukaryota_New1_13032
Pongo_abelii	XP_009236965.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13033
Pongo_abelii	XP_009239902.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13034
Pongo_abelii	XP_009241714.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13035
Pongo_abelii	XP_009241715.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13036
Fusarium_pseudograminearum_CS3096	XP_009254733.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13037
Fusarium_pseudograminearum_CS3096	XP_009255704.1	ABCF5	ABC1, ABC2, ABCF5_CTD, ABCF5_NTD, arm, linker	Eukaryota	Eukaryota_ABCF5_13038
Fusarium_pseudograminearum_CS3096	XP_009256509.1	ABCF2	ABC1, ABC2, ABCF2_NTD, linker	Eukaryota	Eukaryota_ABCF2_13039
Fusarium_pseudograminearum_CS3096	XP_009261576.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, New1_CTD	Eukaryota	Eukaryota_New1_13040
Fusarium_pseudograminearum_CS3096	XP_009263538.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_13041
Encephalitozoon_romaleae_SJ-2008	XP_009264551.1	ABCF7	ABC1, ABC2, linker	Eukaryota	Eukaryota_ABCF7_13042
Wallemia_ichthyophaga_EXF-994	XP_009266166.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, New1_CTD	Eukaryota	Eukaryota_New1_13043
Wallemia_ichthyophaga_EXF-994	XP_009266363.1	ABCF3	CIA30, ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13044
Wallemia_ichthyophaga_EXF-994	XP_009268159.1	eEF3	Ribosomal_L22, ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_13045
Wallemia_ichthyophaga_EXF-994	XP_009268776.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13046
Aptenodytes_forsteri	XP_009275387.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13047
Aptenodytes_forsteri	XP_009280725.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13048
Danio_rerio	XP_009292566.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13049
Danio_rerio	XP_009297324.1	ABCF3	ABC1, ABC2, linker	Eukaryota	Eukaryota_ABCF3_13050
Trypanosoma_grayi	XP_009308034.1	ABCF7	ABC1, ABC2, ABCF7_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13051
Trypanosoma_grayi	XP_009309114.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_13052
Trypanosoma_grayi	XP_009313909.1	ABCF1	ABC1, ABC2, arm	Eukaryota	Eukaryota_ABCF1_13053
Pygoscelis_adeliae	XP_009328502.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13054
Pygoscelis_adeliae	XP_009329480.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13055
Pyrus_x_bretschneideri	XP_009335961.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13056
Pyrus_x_bretschneideri	XP_009336359.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_13057
Pyrus_x_bretschneideri	XP_009343652.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13058
Pyrus_x_bretschneideri	XP_009344044.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13059
Pyrus_x_bretschneideri	XP_009356910.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13060
Pyrus_x_bretschneideri	XP_009358652.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13061
Pyrus_x_bretschneideri	XP_009358653.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13062
Pyrus_x_bretschneideri	XP_009366244.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13063
Pyrus_x_bretschneideri	XP_009366245.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13064
Pyrus_x_bretschneideri	XP_009376086.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13065
Musa_acuminata_subsp._malaccensis	XP_009380176.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_13066
Musa_acuminata_subsp._malaccensis	XP_009384086.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13067
Musa_acuminata_subsp._malaccensis	XP_009384095.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13068
Musa_acuminata_subsp._malaccensis	XP_009384102.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_13069
Musa_acuminata_subsp._malaccensis	XP_009386594.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13070
Musa_acuminata_subsp._malaccensis	XP_009398496.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13071
Musa_acuminata_subsp._malaccensis	XP_009404063.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_13072
Musa_acuminata_subsp._malaccensis	XP_009404064.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_13073
Musa_acuminata_subsp._malaccensis	XP_009419619.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13074
Musa_acuminata_subsp._malaccensis	XP_009420446.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13075
Pan_troglodytes	XP_009449098.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13076
Pan_troglodytes	XP_009449099.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13077
Pan_troglodytes	XP_009452864.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13078
Pan_troglodytes	XP_009452865.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13079
Nipponia_nippon	XP_009462077.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13080
Nipponia_nippon	XP_009466770.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13081
Pelecanus_crispus	XP_009479918.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13082
Pelecanus_crispus	XP_009483280.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13083
Fonticula_alba	XP_009492725.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_13084
Fonticula_alba	XP_009497641.1	ABCF7	ABC1, ABC2, ABCF7_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13085
Fonticula_alba	XP_009498073.1	ABCF1	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF1_13086
Phalacrocorax_carbo	XP_009500842.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13087
Phalacrocorax_carbo	XP_009501493.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13088
Phalacrocorax_carbo	XP_009509145.1	ABCF2	ABC1, ABC2	Eukaryota	Eukaryota_ABCF2_13089
Phytophthora_sojae	XP_009515805.1	eEF3L	ABC1, ABC2, chromo_like, chromo, eEF3_CTD	Eukaryota	Eukaryota_eEF3L_13090
Phytophthora_sojae	XP_009520719.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13091
Phytophthora_sojae	XP_009522062.1	ABCF5	ABC1, ABC2, ABCF5_NTD, arm, linker	Eukaryota	Eukaryota_ABCF5_13092
Phytophthora_sojae	XP_009523299.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_13093
Phytophthora_sojae	XP_009532250.1	eEF3L	ABC1, ABC2, eEF3_heat, eEF3_4HB	Eukaryota	Eukaryota_eEF3L_13094
Phytophthora_sojae	XP_009532959.1	mEttA	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_mEttA_13095
Phytophthora_sojae	XP_009538486.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13096
Heterobasidion_irregulare_TC_32-1	XP_009542205.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_13097
Heterobasidion_irregulare_TC_32-1	XP_009543258.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13098
Heterobasidion_irregulare_TC_32-1	XP_009546946.1	eEF3	ABC1, ABC2, eEF3_heat, chromo_like, chromo, eEF3_4HB, eEF3_CTD	Eukaryota	Eukaryota_eEF3_13099
Heterobasidion_irregulare_TC_32-1	XP_009547182.1	New1	ABC1, ABC2, eEF3_heat, chromo_like, chromo, New1_CTD	Eukaryota	Eukaryota_New1_13100
Heterobasidion_irregulare_TC_32-1	XP_009550332.1	ABCF3	ABC1, ABC2, ABCF3_NTD, ABCF7_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13101
Cuculus_canorus	XP_009557598.1	ABCF3	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13102
Cuculus_canorus	XP_009561979.1	ABCF2	ABC1, ABC2, arm, linker	Eukaryota	Eukaryota_ABCF2_13103
Fulmarus_glacialis	XP_009573486.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13104
Fulmarus_glacialis	XP_009583063.1	ABCF3	ABC1, ABC2, ABCF3_NTD, arm, linker	Eukaryota	Eukaryota_ABCF3_13105
Nicotiana_tomentosiformis	XP_009590489.1	ABCF1	ABC1, ABC2, ABCF1_NTD, arm, linker	Eukaryota	Eukaryota_ABCF1_13106
Nicotiana_tomentosiformis	XP_009593823.1	ABCF7	ABC1, ABC2, ABCF[347]_NTD, arm, linker	Eukaryota	Eukaryota_ABCF7_13107
Nicotiana_tomentosiformis	XP_009594166.1	ABCF2	ABC1, ABC2, ABCF2_NTD, arm, linker	Eukaryota	Eukaryota_ABCF2_13108
Nicotiana_tomentosiformis	XP_009601586.1	cpYdif	ABC1, ABC2, linker	Eukaryota	Eukaryota_cpYdif_13109
