Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	Syn-Subs	Nonsyn-Subs	Fold-Syn-Subs(0:2:4)	Fold-Nonsyn-Subs(0:2:4)	Divergence-Distance	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model	kingdom
phage_dfr_Cluster.268_10-phage_dfr_Cluster.268_1	MA	0.0244919	0.173417	0.141231	1.06959e-06	483	102.965	380.035	NA	24	15.7763	8.22373	NA	NA	0.0562395	3.59622:2.9185:3.58461:3.08646:3.66018:1	0.384058(0.493789:0.332298:0.326087)	-726.623	NA	NA	NA	phage
phage_dfr_Cluster.268_10-phage_dfr_Cluster.268_2	MA	0.0999744	2.26778	0.0440847	3.52807e-61	480	108.641	371.359	NA	101	87.7733	13.2267	NA	NA	0.590625	2.09645:2.10858:1.47577:1.4741:0.433644:1	0.36875(0.45625:0.33125:0.31875)	-903.279	NA	NA	NA	phage
phage_dfr_Cluster.268_10-phage_dfr_Cluster.268_5	MA	0.0738926	1.08559	0.068067	6.93517e-39	480	104.46	375.54	NA	81	65.0756	15.9244	NA	NA	0.294062	1.71114:1.60747:1.42158:1.41832:0.662203:1	0.370833(0.475:0.325:0.3125)	-864.684	NA	NA	NA	phage
phage_dfr_Cluster.268_10-phage_dfr_Cluster.268_8	MA	0.0386484	0.201363	0.191934	5.42266e-07	483	102.217	380.783	NA	31	18.0758	12.9242	NA	NA	0.0730835	13.2233:13.082:14.5173:14.3127:11.0833:1	0.380952(0.493789:0.326087:0.322981)	-748.635	NA	NA	NA	phage
phage_dfr_Cluster.268_10-phage_dfr_Cluster.268_9	MA	0.028435	0.258822	0.109863	4.40225e-10	483	105.79	377.21	NA	32	22.9929	9.00707	NA	NA	0.0788959	3.85276:3.4861:3.6354:3.62693:2.4965:1	0.383023(0.493789:0.329193:0.326087)	-746.324	NA	NA	NA	phage
phage_dfr_Cluster.268_11-phage_dfr_Cluster.268_18	MA	0.0134205	0.165079	0.0812977	5.51299e-08	483	92.0172	390.983	NA	18	13.3786	4.62143	NA	NA	0.0423132	6.76297:4.82569:9.04457:10.1537:15.4108:1	0.380952(0.496894:0.322981:0.322981)	-698.398	NA	NA	NA	phage
phage_dfr_Cluster.268_11-phage_dfr_Cluster.268_1	MA	0.0231347	0.136242	0.169805	1.37022e-05	483	119.948	363.052	NA	22	14.5315	7.46853	NA	NA	0.0512238	3.2472:1.90648:1.92544:1.93274:0.687907:1	0.381988(0.5:0.329193:0.31677)	-716.688	NA	NA	NA	phage
phage_dfr_Cluster.268_11-phage_dfr_Cluster.268_2	MA	0.118316	1.85326	0.063842	5.58432e-52	480	109.835	370.165	NA	102	83.9396	18.0604	NA	NA	0.515313	2.94513:2.57728:1.93331:1.92932:0.538962:1	0.366667(0.4625:0.328125:0.309375)	-908.748	NA	NA	NA	phage
phage_dfr_Cluster.268_11-phage_dfr_Cluster.268_5	MA	0.0883547	0.803604	0.109948	3.45042e-26	480	102.514	377.486	NA	77	54.8098	22.1902	NA	NA	0.241112	1.99682:1.89721:1.77445:1.71841:0.785195:1	0.36875(0.48125:0.321875:0.303125)	-860.713	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_10	MA	0.0199712	0.0946951	0.2109	0.000339382	483	116.256	366.744	NA	17	10.2083	6.79169	NA	NA	0.0379569	3.17388:2.78248:1.77652:1.75021:0.556291:1	0.377847(0.487578:0.329193:0.31677)	-699.53	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_11	MA	0.020663	0.186255	0.110939	2.19294e-08	483	115.488	367.512	NA	25	18.477	6.52305	NA	NA	0.0602569	12.9499:8.16501:10.4028:10.2749:2.02382:1	0.375776(0.493789:0.326087:0.307453)	-722.319	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_13	MA	0.017177	0.148283	0.11584	3.252e-07	483	115.44	367.56	NA	21	15.3415	5.65848	NA	NA	0.048512	2.33406:2.72308:1.4786:1.40278:0.326001:1	0.387164(0.496894:0.335404:0.329193)	-711.406	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_14	MA	0.0231538	0.127062	0.182225	2.09147e-05	483	113.767	369.233	NA	21	13.1958	7.80416	NA	NA	0.0476286	2.81736:2.47062:2.09512:2.01753:0.906774:1	0.384058(0.493789:0.326087:0.332298)	-714.317	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_17	MA	0.0128263	0.107811	0.11897	2.8017e-05	483	121.096	361.904	NA	16	11.8033	4.19668	NA	NA	0.0366405	6.66548:4.8468:4.3133:4.20364:0.667147:1	0.383023(0.490683:0.329193:0.329193)	-687.976	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_18	MA	0.0150939	0.12023	0.125541	2.06475e-05	483	107.962	375.038	NA	17	11.8376	5.16244	NA	NA	0.0385942	4.63419:4.24089:5.16318:4.96438:1.65179:1	0.381988(0.493789:0.326087:0.326087)	-697.379	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_1	MA	0.013277	0.140657	0.0943924	4.32693e-07	483	116.881	366.119	NA	19	14.6642	4.33583	NA	NA	0.0441018	2.00864:1.62928:1.10782:1.07015:0.464968:1	0.383023(0.496894:0.332298:0.319876)	-705.171	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_2	MA	0.119913	1.33981	0.0894995	1.99343e-41	480	104.534	375.466	NA	97	73.4035	23.5965	NA	NA	0.385583	2.3678:2.34267:2.16515:2.16757:0.789523:1	0.367708(0.459375:0.33125:0.3125)	-909.184	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_5	MA	0.0952441	0.924923	0.102975	1.9819e-29	480	104.793	375.207	NA	82	59.9109	22.0891	NA	NA	0.276378	2.20337:2.08851:1.89485:1.88813:0.740758:1	0.369792(0.478125:0.325:0.30625)	-874.037	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_7	MA	0.0235257	0.160986	0.146135	8.00601e-07	483	115.845	367.155	NA	24	16.4029	7.5971	NA	NA	0.0564948	3.32398:3.25491:1.89504:1.88008:0.63219:1	0.378882(0.487578:0.329193:0.319876)	-721.568	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_8	MA	0.027301	0.174737	0.15624	1.89682e-06	483	109.521	373.479	NA	26	16.9624	9.03756	NA	NA	0.0607323	4.02027:4.04417:3.93356:3.93996:0.731036:1	0.379917(0.496894:0.326087:0.31677)	-730.328	NA	NA	NA	phage
phage_dfr_Cluster.268_12-phage_dfr_Cluster.268_9	MA	0.0181629	0.215137	0.084425	1.42845e-10	483	102.36	380.64	NA	25	19.0266	5.97336	NA	NA	0.0599066	3.63581:3.56965:4.4845:4.48797:2.54753:1	0.381988(0.496894:0.329193:0.319876)	-724.035	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_11	MA	0.02097	0.208686	0.100486	7.41544e-09	483	102.907	380.093	NA	26	18.9622	7.03785	NA	NA	0.0609642	3.35953:3.31061:4.07116:4.04717:2.62599:1	0.386128(0.5:0.332298:0.326087)	-732.866	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_14	MA	0.0244492	0.140305	0.174257	2.0274e-05	483	106.672	376.328	NA	22	13.6243	8.37572	NA	NA	0.0500362	3.57863:3.65088:4.21496:3.99702:2.50408:1	0.39441(0.5:0.332298:0.350932)	-722.884	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_18	MA	0.0136383	0.122441	0.111387	2.57651e-06	483	110.145	372.855	NA	17	12.3452	4.65484	NA	NA	0.0384501	1.72157:1.60328:1.51753:1.44626:1.00744:1	0.39234(0.5:0.332298:0.34472)	-702.742	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_1	MA	0.0144627	0.15464	0.0935251	8.54241e-07	483	92.7521	390.248	NA	18	12.9171	5.08289	NA	NA	0.0413814	1.31656:1.57574:2.14593:1.71941:3.63969:1	0.393375(0.503106:0.338509:0.338509)	-703.913	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_2	MA	0.119828	1.37355	0.0872398	9.00026e-44	480	108.772	371.228	NA	100	77.0571	22.9429	NA	NA	0.403932	2.20355:2.22222:1.75177:1.77156:0.624588:1	0.378125(0.465625:0.3375:0.33125)	-918.123	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_5	MA	0.0927693	0.913087	0.1016	3.55662e-30	480	111.231	368.769	NA	84	62.8349	21.1651	NA	NA	0.282863	1.86357:1.63938:1.17625:1.17513:0.53179:1	0.380208(0.484375:0.33125:0.325)	-882.065	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_8	MA	0.0206926	0.15209	0.136055	4.1428e-07	483	109.401	373.599	NA	22	15.0209	6.97905	NA	NA	0.0504546	3.13455:3.27416:3.4618:3.46347:0.850727:1	0.390269(0.503106:0.332298:0.335404)	-720.477	NA	NA	NA	phage
phage_dfr_Cluster.268_13-phage_dfr_Cluster.268_9	MA	0.0229338	0.212027	0.108165	2.44654e-09	483	111.495	371.505	NA	28	20.5821	7.41793	NA	NA	0.0665839	2.24167:2.09489:1.66159:1.66725:1.18406:1	0.39234(0.503106:0.335404:0.338509)	-740.084	NA	NA	NA	phage
phage_dfr_Cluster.268_14-phage_dfr_Cluster.268_11	MA	0.0209308	0.229497	0.0912028	8.91069e-11	483	101.034	381.966	NA	27	20.0774	6.92262	NA	NA	0.064559	2.75618:2.54102:3.2496:3.22621:2.89596:1	0.383023(0.496894:0.322981:0.329193)	-731.327	NA	NA	NA	phage
phage_dfr_Cluster.268_14-phage_dfr_Cluster.268_18	MA	0.00868717	0.0998144	0.0870333	3.13976e-05	483	107.065	375.935	NA	13	9.95713	3.04287	NA	NA	0.0288871	2.62737:3.09835:3.18393:3.03818:1.21699:1	0.389234(0.496894:0.322981:0.347826)	-682.225	NA	NA	NA	phage
phage_dfr_Cluster.268_14-phage_dfr_Cluster.268_1	MA	0.0211292	0.158256	0.133513	2.02842e-06	483	104.724	378.276	NA	22	14.8422	7.15784	NA	NA	0.050861	3.05017:2.42309:3.07331:2.63802:3.3419:1	0.390269(0.5:0.329193:0.341615)	-718.487	NA	NA	NA	phage
phage_dfr_Cluster.268_14-phage_dfr_Cluster.268_2	MA	0.120102	1.64451	0.0730325	3.92381e-50	480	115.373	364.627	NA	105	85.3094	19.6906	NA	NA	0.486508	2.42097:2.08827:1.43409:1.40618:0.434531:1	0.375(0.4625:0.328125:0.334375)	-917.72	NA	NA	NA	phage
phage_dfr_Cluster.268_14-phage_dfr_Cluster.268_5	MA	0.0801923	0.797281	0.100582	4.84987e-28	480	113.478	366.522	NA	77	58.1189	18.8811	NA	NA	0.249721	2.20612:1.7632:1.39643:1.40101:0.548034:1	0.377083(0.48125:0.321875:0.328125)	-867.083	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_10	MA	0.0316674	0.179624	0.176298	1.7489e-06	483	111.489	371.511	NA	28	17.6381	10.3619	NA	NA	0.0658195	5.10234:4.83966:3.94533:3.84283:1.87861:1	0.381988(0.487578:0.329193:0.329193)	-737.447	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_11	MA	0.0186451	0.194473	0.095875	1.78706e-08	483	89.7888	393.211	NA	22	15.4944	6.50556	NA	NA	0.0513313	7.64079:7.89812:13.7429:13.947:19.0869:1	0.379917(0.493789:0.326087:0.319876)	-712.439	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_12	MA	0.0219507	0.16061	0.136671	1.22339e-06	483	110.143	372.857	NA	23	15.7248	7.27521	NA	NA	0.0535705	4.97332:4.81283:4.42456:4.34349:1.60623:1	0.380952(0.490683:0.329193:0.322981)	-719.688	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_13	MA	0.0215993	0.233765	0.0923975	4.87223e-10	483	103.378	379.622	NA	28	20.9065	7.09352	NA	NA	0.06701	3.21001:3.29765:3.84957:3.52424:3.26112:1	0.391304(0.496894:0.335404:0.341615)	-736.231	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_14	MA	0.0150276	0.223372	0.0672762	8.83266e-12	483	103.212	379.788	NA	25	20.0392	4.96081	NA	NA	0.0595487	2.48805:2.63322:2.56238:2.32738:2.85858:1	0.388199(0.493789:0.326087:0.34472)	-720.263	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_17	MA	0.017007	0.209818	0.081056	4.02103e-10	483	100.04	382.96	NA	24	18.3166	5.68341	NA	NA	0.0569425	11.151:9.97052:15.137:13.2175:14.0716:1	0.387164(0.490683:0.329193:0.341615)	-717.019	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_18	MA	0.00652798	0.152821	0.0427165	1.7544e-08	483	92.7559	390.244	NA	15	12.7149	2.28509	NA	NA	0.0346222	7.00783:8.09203:11.7329:10.2556:16.5945:1	0.386128(0.493789:0.326087:0.338509)	-685.077	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_1	MA	0.0165174	0.191056	0.0864532	3.78525e-09	483	104.183	378.817	NA	23	17.4991	5.50087	NA	NA	0.0541654	1.52617:1.34821:1.31868:1.18852:1.63852:1	0.387164(0.496894:0.332298:0.332298)	-719.871	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_2	MA	0.125404	1.5239	0.0822912	1.61649e-45	480	107.362	372.638	NA	101	78.5612	22.4388	NA	NA	0.438206	2.47614:2.37652:2.09676:2.10166:0.756155:1	0.371875(0.459375:0.33125:0.325)	-919.155	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_5	MA	0.0929326	0.870742	0.106728	1.62202e-28	480	101.216	378.784	NA	81	57.8814	23.1186	NA	NA	0.256946	1.60509:1.62976:1.63309:1.61992:1.03287:1	0.373958(0.478125:0.325:0.31875)	-876.121	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_6	MA	0.0280944	0.22797	0.123237	8.58253e-09	483	107.178	375.822	NA	30	20.9478	9.05221	NA	NA	0.072447	4.11871:4.73243:3.72848:3.77825:2.05919:1	0.380952(0.487578:0.329193:0.326087)	-742.565	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_7	MA	0.0283585	0.25341	0.111907	5.42375e-10	483	100.462	382.538	NA	31	21.7373	9.26267	NA	NA	0.0751685	3.82925:4.29569:4.67815:4.1684:4.34101:1	0.383023(0.487578:0.329193:0.332298)	-745.566	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_8	MA	0.0183562	0.247698	0.0741073	2.51843e-12	483	104.603	378.397	NA	28	22.0806	5.91936	NA	NA	0.0680249	2.93889:3.21217:3.01694:3.03211:2.18931:1	0.384058(0.496894:0.326087:0.329193)	-731.446	NA	NA	NA	phage
phage_dfr_Cluster.268_15-phage_dfr_Cluster.268_9	MA	0.0288596	0.240218	0.120139	1.69914e-09	483	99.2347	383.765	NA	30	20.4833	9.51671	NA	NA	0.0722842	11.2773:10.8648:16.4062:16.5135:13.0341:1	0.386128(0.496894:0.329193:0.332298)	-745.34	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_10	MA	0.0246561	0.174113	0.14161	9.06435e-07	483	110.285	372.715	NA	25	16.9081	8.09188	NA	NA	0.0587821	4.25449:3.10896:3.70486:3.27486:2.33583:1	0.381988(0.490683:0.326087:0.329193)	-726.912	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_11	MA	0.013733	0.150216	0.0914213	2.73923e-07	483	92.549	390.451	NA	17	12.2682	4.73177	NA	NA	0.039885	6.6227:3.60888:7.3313:8.59889:15.3983:1	0.379917(0.496894:0.322981:0.319876)	-696.7	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_12	MA	0.0154978	0.123819	0.125164	1.50633e-05	483	116.556	366.444	NA	18	12.917	5.08298	NA	NA	0.0416375	5.86089:3.95143:4.75721:4.4408:1.12311:1	0.380952(0.493789:0.326087:0.322981)	-698.085	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_13	MA	0.0207375	0.0965268	0.214837	0.000256434	483	125.383	357.617	NA	18	11.161	6.83901	NA	NA	0.0404118	3.60099:2.8742:1.76762:1.73493:0.517435:1	0.391304(0.5:0.332298:0.341615)	-708.812	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_14	MA	0.0154653	0.103095	0.15001	9.86748e-05	483	111.511	371.489	NA	16	10.6685	5.33151	NA	NA	0.0356966	4.24324:4.30753:4.43294:4.31504:1.18841:1	0.388199(0.496894:0.322981:0.34472)	-695.578	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_15	MA	0.012765	0.191852	0.0665357	2.01545e-09	483	99.7053	383.295	NA	21	16.7227	4.27734	NA	NA	0.0497338	12.4404:11.5615:17.3013:15.3434:16.1604:1	0.385093(0.493789:0.326087:0.335404)	-709.11	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_17	MA	0.0158881	0.0816361	0.194621	0.000910491	483	110.5	372.5	NA	14	8.45371	5.54629	NA	NA	0.0309298	24.4097:19.676:23.6266:22.175:13.8677:1	0.387164(0.493789:0.326087:0.341615)	-685.953	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_18	MA	0.00674069	0.044454	0.151633	0.00876557	483	112.275	370.725	NA	7	4.66454	2.33546	NA	NA	0.0155073	18.2256:9.24533:18.3004:17.2068:9.66799:1	0.386128(0.496894:0.322981:0.338509)	-656.866	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_1	MA	0.0170568	0.126472	0.134866	9.59075e-06	483	133.874	349.126	NA	20	14.796	5.20399	NA	NA	0.0473835	2.9638:0.950501:0.959335:0.792927:1.10422:1	0.387164(0.5:0.329193:0.332298)	-710.235	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_2	MA	0.127835	1.52257	0.0839599	6.83534e-44	480	113.552	366.448	NA	101	79.4681	21.5319	NA	NA	0.457782	3.07792:2.47492:2.01265:2.02752:0.6411:1	0.371875(0.4625:0.328125:0.325)	-919.006	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_3	MA	0.0985082	0.880402	0.11189	4.3413e-27	480	105.565	374.435	NA	81	57.9869	23.0131	NA	NA	0.270468	2.58471:2.5246:2.65351:2.63959:1.11533:1	0.379167(0.484375:0.328125:0.325)	-880.813	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_4	MA	0.0950629	0.722685	0.131541	4.2395e-23	480	113.477	366.523	NA	77	54.04	22.96	NA	NA	0.243439	2.7513:2.17489:1.6328:1.61309:0.521835:1	0.375(0.490625:0.325:0.309375)	-870.682	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_5	MA	0.0959063	0.768698	0.124765	3.89109e-24	480	106.284	373.716	NA	79	54.9109	24.0891	NA	NA	0.24488	2.11612:1.94722:1.80454:1.7989:0.874878:1	0.373958(0.48125:0.321875:0.31875)	-872.875	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_6	MA	0.0204362	0.0985298	0.207411	0.00109755	483	109.057	373.943	NA	17	9.93465	7.06535	NA	NA	0.0380691	3.17853:3.52461:2.99739:3.04003:0.997216:1	0.380952(0.490683:0.326087:0.326087)	-699.673	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_7	MA	0.0202276	0.158786	0.127389	3.03533e-07	483	98.132	384.868	NA	21	14.0036	6.99637	NA	NA	0.0483788	2.07406:1.93381:2.38697:2.0501:3.38342:1	0.383023(0.490683:0.326087:0.332298)	-713.409	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_8	MA	0.0167441	0.119505	0.140113	1.11318e-05	483	113.726	369.274	NA	18	12.3716	5.62844	NA	NA	0.0409399	2.35776:2.42518:1.79772:1.8225:0.509261:1	0.384058(0.5:0.322981:0.329193)	-703.412	NA	NA	NA	phage
phage_dfr_Cluster.268_16-phage_dfr_Cluster.268_9	MA	0.0224721	0.117722	0.190892	0.000101434	483	107.095	375.905	NA	19	11.377	7.62301	NA	NA	0.0435916	11.228:6.05101:9.35291:9.09662:12.1639:1	0.386128(0.5:0.326087:0.332298)	-708.276	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_11	MA	0.0222065	0.133076	0.166871	2.4889e-05	483	104.986	378.014	NA	20	12.4935	7.50653	NA	NA	0.0463053	19.9486:17.071:23.9136:23.9489:12.144:1	0.381988(0.493789:0.326087:0.326087)	-710.102	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_13	MA	0.0111671	0.16696	0.0668852	2.22088e-09	483	108.964	374.036	NA	20	16.2655	3.73445	NA	NA	0.0463138	1.88893:2.15885:1.75703:1.67905:1.05264:1	0.393375(0.496894:0.335404:0.347826)	-707.114	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_14	MA	0.0116938	0.101732	0.114947	8.93239e-06	483	121.121	361.879	NA	15	11.1654	3.83456	NA	NA	0.0342726	3.08534:1.08589:1.99171:1.61782:1.63941:1	0.390269(0.493789:0.326087:0.350932)	-688.953	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_18	MA	0.00951812	0.0961507	0.0989917	3.82992e-05	483	109.287	373.713	NA	13	9.7123	3.2877	NA	NA	0.0291202	24.3847:18.5152:24.2915:22.489:16.4802:1	0.388199(0.493789:0.326087:0.34472)	-679.569	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_1	MA	0.00881445	0.119088	0.0740163	2.38639e-07	483	135.882	347.118	NA	17	14.2968	2.70322	NA	NA	0.0398375	3.70306:2.22494:1.07051:1.05254:0.518484:1	0.389234(0.496894:0.332298:0.338509)	-691.741	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_2	MA	0.109239	1.43012	0.0763846	8.63652e-45	480	112.444	367.556	NA	98	78.4197	19.5803	NA	NA	0.418667	2.31841:2.12346:1.56885:1.56312:0.513579:1	0.373958(0.459375:0.33125:0.33125)	-905.843	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_5	MA	0.0828791	0.79724	0.103957	6.67611e-27	480	111.126	368.874	NA	78	57.9893	20.0107	NA	NA	0.248263	2.05863:1.8534:1.4185:1.42467:0.543286:1	0.376042(0.478125:0.325:0.325)	-862.17	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_8	MA	0.0221319	0.12887	0.171737	3.04436e-05	483	117.142	365.858	NA	21	13.6686	7.33144	NA	NA	0.0480191	5.55197:5.36239:4.06966:4.14861:0.69659:1	0.386128(0.496894:0.326087:0.335404)	-712.131	NA	NA	NA	phage
phage_dfr_Cluster.268_17-phage_dfr_Cluster.268_9	MA	0.0189026	0.165913	0.113931	2.41174e-07	483	96.6185	386.381	NA	21	14.4269	6.57311	NA	NA	0.0483103	10.0149:10.4581:13.0912:12.9673:17.6827:1	0.388199(0.496894:0.329193:0.338509)	-713.452	NA	NA	NA	phage
phage_dfr_Cluster.268_1-phage_dfr_Cluster.268_18	MA	0.0106045	0.117192	0.0904884	2.17459e-06	483	107.435	375.565	NA	15	11.3954	3.60464	NA	NA	0.0343131	1.16802:0.69449:0.839036:0.730991:1.21441:1	0.388199(0.5:0.329193:0.335404)	-694.091	NA	NA	NA	phage
phage_dfr_Cluster.268_1-phage_dfr_Cluster.268_2	MA	0.11343	1.17089	0.0968754	8.47515e-38	480	108.247	371.753	NA	95	71.284	23.716	NA	NA	0.351904	1.97881:2.00208:1.46968:1.48287:0.480551:1	0.373958(0.465625:0.334375:0.321875)	-907.462	NA	NA	NA	phage
phage_dfr_Cluster.268_1-phage_dfr_Cluster.268_5	MA	0.0902263	0.707033	0.127613	4.89366e-23	480	111.046	368.954	NA	76	53.3709	22.6291	NA	NA	0.232922	1.87124:1.69377:1.12712:1.13813:0.384946:1	0.376042(0.484375:0.328125:0.315625)	-866.736	NA	NA	NA	phage
phage_dfr_Cluster.268_2-phage_dfr_Cluster.268_18	MA	0.117619	1.50409	0.0781994	2.5185e-46	480	108.218	371.782	NA	99	78.0354	20.9646	NA	NA	0.430202	2.32846:2.15284:1.92799:1.93196:0.760239:1	0.372917(0.4625:0.328125:0.328125)	-915.624	NA	NA	NA	phage
phage_dfr_Cluster.268_2-phage_dfr_Cluster.268_5	MA	0.0683361	0.505344	0.135227	2.13295e-16	480	104.467	375.533	NA	59	39.7011	19.2989	NA	NA	0.163447	2.95912:2.98968:2.12645:2.1218:0.800214:1	0.360417(0.45:0.325:0.30625)	-822.483	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_10	MA	0.0762116	1.27139	0.0599436	1.34926e-41	480	104.14	375.86	NA	82	67.4149	14.5851	NA	NA	0.335514	2.09207:2.0223:2.02089:1.98269:0.922859:1	0.376042(0.478125:0.33125:0.31875)	-870.556	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_11	MA	0.091041	1.0083	0.0902913	2.40387e-32	480	101.937	378.063	NA	81	60.68	20.32	NA	NA	0.285839	2.68817:2.748:2.84688:2.76551:1.15928:1	0.373958(0.484375:0.328125:0.309375)	-869.694	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_12	MA	0.0987294	1.18071	0.0836188	2.60891e-36	480	104.536	375.464	NA	85	65.3678	19.6322	NA	NA	0.334366	3.05056:3.04415:3.12411:3.08745:1.08539:1	0.375(0.48125:0.33125:0.3125)	-881.636	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_13	MA	0.09846	1.09372	0.0900233	3.49391e-35	480	110.266	369.734	NA	88	67.5957	20.4043	NA	NA	0.327091	2.26089:2.17926:1.73858:1.73271:0.709705:1	0.385417(0.4875:0.3375:0.33125)	-890.426	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_14	MA	0.0877279	1.03076	0.08511	3.24718e-33	480	109.701	370.299	NA	82	63.6996	18.3004	NA	NA	0.303252	2.88855:2.66494:2.59954:2.57374:0.874314:1	0.382292(0.484375:0.328125:0.334375)	-878.031	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_15	MA	0.0996199	1.01471	0.0981755	4.65293e-32	480	102.113	377.887	NA	84	61.6145	22.3855	NA	NA	0.294293	2.57233:2.73129:3.02509:2.96333:1.53224:1	0.379167(0.48125:0.33125:0.325)	-885.397	NA	NA	NA	phage
phage_dfr_Cluster.268_3-phage_dfr_Cluster.268_17	MA	0.0896019	0.924906	0.0968767	6.61441e-30	480	108.917	371.083	NA	81	60.8995	20.1005	NA	NA	0.279141	2.62571:2.49222:2.38923:2.37685:0.82445:1	0.38125(0.48125:0.33125:0.33125)	-871.775	NA	NA	NA	phage
