abb	kingdom	order	family	full	ARG	AR	phylum	lastLevel
Eukaryota_ileS_471	Eukaryota	NA	NA	5679.XP_010703506.1	NA	NA	NA	Leishmania panamensis
Eukaryota_ileS_472	Eukaryota	NA	NA	9778.XP_004384272.1	NA	NA	NA	Trichechus manatus
Eukaryota_ileS_473	Eukaryota	NA	NA	3641.EOY07019	NA	NA	NA	Theobroma cacao
Eukaryota_ileS_474	Eukaryota	NA	NA	48698.ENSPFOP00000011875	NA	NA	NA	Poecilia formosa
Eukaryota_ileS_475	Eukaryota	NA	NA	7739.XP_002591512.1	NA	NA	NA	Branchiostoma floridae
Eukaryota_ileS_476	Eukaryota	NA	NA	7739.XP_002586027.1	NA	NA	NA	Branchiostoma floridae
Eukaryota_ileS_477	Eukaryota	NA	NA	5693.XP_813858.1	NA	NA	NA	Trypanosoma cruzi
Eukaryota_ileS_478	Eukaryota	NA	NA	5693.XP_808554.1	NA	NA	NA	Trypanosoma cruzi
Eukaryota_ileS_479	Eukaryota	NA	NA	3649.evm.model.supercontig_32.3	NA	NA	NA	Carica papaya
Eukaryota_ileS_480	Eukaryota	NA	NA	3649.evm.model.supercontig_32.1	NA	NA	NA	Carica papaya
Eukaryota_ileS_481	Eukaryota	NA	NA	3649.evm.TU.contig_44292.1	NA	NA	NA	Carica papaya
Eukaryota_ileS_482	Eukaryota	NA	NA	34373.CCU74237	NA	NA	NA	Blumeria graminis
Eukaryota_ileS_483	Eukaryota	NA	NA	3656.XP_008453992.1	NA	NA	NA	Cucumis melo
Eukaryota_ileS_484	Eukaryota	NA	NA	3659.XP_004152106.1	NA	NA	NA	Cucumis sativus
Eukaryota_ileS_485	Eukaryota	NA	NA	3659.XP_004173182.1	NA	NA	NA	Cucumis sativus
Eukaryota_ileS_486	Eukaryota	NA	NA	3659.XP_004156990.1	NA	NA	NA	Cucumis sativus
Eukaryota_ileS_487	Eukaryota	NA	NA	226899.F0XTC7	NA	NA	NA	Grosmannia clavigera
Eukaryota_ileS_488	Eukaryota	NA	NA	46681.XP_001738527.1	NA	NA	NA	Entamoeba dispar
Eukaryota_ileS_489	Eukaryota	NA	NA	9818.XP_007951194.1	NA	NA	NA	Orycteropus afer
Eukaryota_ileS_490	Eukaryota	NA	NA	9823.ENSSSCP00000021154	NA	NA	NA	Sus scrofa
Eukaryota_ileS_491	Eukaryota	NA	NA	9823.ENSSSCP00000024614	NA	NA	NA	Sus scrofa
Eukaryota_ileS_492	Eukaryota	NA	NA	9823.ENSSSCP00000008617	NA	NA	NA	Sus scrofa
Eukaryota_ileS_493	Eukaryota	NA	NA	710243.XP_007591618.1	NA	NA	NA	Colletotrichum fioriniae
Eukaryota_ileS_494	Eukaryota	NA	NA	5741.EDO77544	NA	NA	NA	Giardia intestinalis
Eukaryota_ileS_495	Eukaryota	NA	NA	3694.POPTR_0017s06170.1	NA	NA	NA	Populus trichocarpa
Eukaryota_ileS_496	Eukaryota	NA	NA	3694.POPTR_0007s02170.1	NA	NA	NA	Populus trichocarpa
Eukaryota_ileS_497	Eukaryota	NA	NA	40559.M7TR74	NA	NA	NA	Botrytis cinerea
Eukaryota_ileS_498	Eukaryota	NA	NA	1392244.V5EDD6	NA	NA	NA	Pseudozyma brasiliensis
Eukaryota_ileS_499	Eukaryota	NA	NA	3702.AT3G23145.1	NA	NA	NA	Arabidopsis thaliana
Eukaryota_ileS_500	Eukaryota	NA	NA	3702.AT4G10320.1	NA	NA	NA	Arabidopsis thaliana
Eukaryota_ileS_501	Eukaryota	NA	NA	5759.rna_EHI_177660-1	NA	NA	NA	Entamoeba histolytica
Eukaryota_ileS_502	Eukaryota	NA	NA	3712.Bo4g142620.1	NA	NA	NA	Brassica oleracea
Eukaryota_ileS_503	Eukaryota	NA	NA	3712.Bo6g027950.1	NA	NA	NA	Brassica oleracea
Eukaryota_ileS_504	Eukaryota	NA	NA	3712.Bo7g107870.1	NA	NA	NA	Brassica oleracea
Eukaryota_ileS_505	Eukaryota	NA	NA	3712.Bo2g080390.1	NA	NA	NA	Brassica oleracea
Eukaryota_ileS_506	Eukaryota	NA	NA	5762.XP_002679956.1	NA	NA	NA	Naegleria gruberi
Eukaryota_ileS_507	Eukaryota	NA	NA	5762.XP_002672392.1	NA	NA	NA	Naegleria gruberi
Eukaryota_ileS_508	Eukaryota	NA	NA	263815.XP_007874346.1	NA	NA	NA	Pneumocystis murina
Eukaryota_ileS_509	Eukaryota	NA	NA	296587.XP_002507648.1	NA	NA	NA	Micromonas sp.
Eukaryota_ileS_510	Eukaryota	NA	NA	44689.DDB0231258	NA	NA	NA	Dictyostelium discoideum
Eukaryota_ileS_511	Eukaryota	NA	NA	5786.XP_003290535.1	NA	NA	NA	Dictyostelium purpureum
Eukaryota_ileS_512	Eukaryota	NA	NA	3750.XP_008372051.1	NA	NA	NA	Malus domestica
Eukaryota_ileS_513	Eukaryota	NA	NA	3750.XP_008379415.1	NA	NA	NA	Malus domestica
Eukaryota_ileS_514	Eukaryota	NA	NA	691883.XP_009492189.1	NA	NA	NA	Fonticula alba
Eukaryota_ileS_515	Eukaryota	NA	NA	69293.ENSGACP00000009432	NA	NA	NA	Gasterosteus aculeatus
Eukaryota_ileS_516	Eukaryota	NA	NA	3760.EMJ26633	NA	NA	NA	Prunus persica
Eukaryota_ileS_517	Eukaryota	NA	NA	85681.XP_006443086.1	NA	NA	NA	Citrus clementina
Eukaryota_ileS_518	Eukaryota	NA	NA	5811.TGME49_007640	NA	NA	NA	Toxoplasma gondii
Eukaryota_ileS_519	Eukaryota	NA	NA	9913.ENSBTAP00000001290	NA	NA	NA	Bos taurus
Eukaryota_ileS_520	Eukaryota	NA	NA	5821.PBANKA_134770	NA	NA	NA	Plasmodium berghei
Eukaryota_ileS_521	Eukaryota	NA	NA	5825.PCHAS_135230	NA	NA	NA	Plasmodium chabaudi
Eukaryota_ileS_522	Eukaryota	NA	NA	5827.XP_004223679.1	NA	NA	NA	Plasmodium cynomolgi
Eukaryota_ileS_523	Eukaryota	NA	NA	69319.XP_008555707.1	NA	NA	NA	Microplitis demolitor
Eukaryota_ileS_524	Eukaryota	NA	NA	5833.PF13_0179	NA	NA	NA	Plasmodium falciparum
Eukaryota_ileS_525	Eukaryota	NA	NA	34506.KOG0434.35	NA	NA	NA	Strongyloides ratti
Eukaryota_ileS_526	Eukaryota	NA	NA	9940.ENSOARP00000008935	NA	NA	NA	Ovis aries
Eukaryota_ileS_527	Eukaryota	NA	NA	28377.ENSACAP00000009337	NA	NA	NA	Anolis carolinensis
Eukaryota_ileS_528	Eukaryota	NA	NA	5850.PKH_122000	NA	NA	NA	Plasmodium knowlesi
Eukaryota_ileS_529	Eukaryota	NA	NA	102107.XP_008222579.1	NA	NA	NA	Prunus mume
Eukaryota_ileS_530	Eukaryota	NA	NA	3885.XP_007131559.1	NA	NA	NA	Phaseolus vulgaris
Eukaryota_ileS_531	Eukaryota	NA	NA	3885.XP_007132212.1	NA	NA	NA	Phaseolus vulgaris
Eukaryota_ileS_532	Eukaryota	NA	NA	5855.PVX_082575	NA	NA	NA	Plasmodium vivax
Eukaryota_ileS_533	Eukaryota	NA	NA	218851.Aquca_001_00120.1	NA	NA	NA	Aquilegia coerulea
Eukaryota_ileS_534	Eukaryota	NA	NA	5860.XP_008622401.1	NA	NA	NA	Plasmodium vinckei
Eukaryota_ileS_535	Eukaryota	NA	NA	9606.ENSP00000364794	NA	NA	NA	Homo sapiens
Eukaryota_ileS_536	Eukaryota	NA	NA	5865.XP_001611793.1	NA	NA	NA	Babesia bovis
Eukaryota_ileS_537	Eukaryota	NA	NA	7918.ENSLOCP00000017124	NA	NA	NA	Lepisosteus oculatus
Eukaryota_ileS_538	Eukaryota	NA	NA	5872.XP_004828840.1	NA	NA	NA	Babesia equi
Eukaryota_ileS_539	Eukaryota	NA	NA	5874.XP_952410.1	NA	NA	NA	Theileria annulata
Eukaryota_ileS_540	Eukaryota	NA	NA	3827.XP_004505648.1	NA	NA	NA	Cicer arietinum
Eukaryota_ileS_541	Eukaryota	NA	NA	9978.XP_004598880.1	NA	NA	NA	Ochotona princeps
Eukaryota_ileS_542	Eukaryota	NA	NA	3711.Bra025459.1-P	NA	NA	NA	Brassica rapa
Eukaryota_ileS_543	Eukaryota	NA	NA	3711.Bra019389.1-P	NA	NA	NA	Brassica rapa
Eukaryota_ileS_544	Eukaryota	NA	NA	30611.ENSOGAP00000013819	NA	NA	NA	Otolemur garnettii
Eukaryota_ileS_545	Eukaryota	NA	NA	38654.XP_006033448.1	NA	NA	NA	Alligator sinensis
Eukaryota_ileS_546	Eukaryota	NA	NA	5888.CAK63081	NA	NA	NA	Paramecium tetraurelia
Eukaryota_ileS_547	Eukaryota	NA	NA	5888.CAK77405	NA	NA	NA	Paramecium tetraurelia
Eukaryota_ileS_548	Eukaryota	NA	NA	5888.CAK72063	NA	NA	NA	Paramecium tetraurelia
Eukaryota_ileS_549	Eukaryota	NA	NA	5888.CAK72064	NA	NA	NA	Paramecium tetraurelia
Eukaryota_ileS_550	Eukaryota	NA	NA	9986.ENSOCUP00000014519	NA	NA	NA	Oryctolagus cuniculus
Eukaryota_ileS_551	Eukaryota	NA	NA	3847.GLYMA12G02330.1	NA	NA	NA	Glycine max
Eukaryota_ileS_552	Eukaryota	NA	NA	3847.GLYMA11G09990.1	NA	NA	NA	Glycine max
Eukaryota_ileS_553	Eukaryota	NA	NA	227086.JGI_V11_58391	NA	NA	NA	Bigelowiella natans
Eukaryota_ileS_554	Eukaryota	NA	NA	227086.JGI_V11_76204	NA	NA	NA	Bigelowiella natans
Eukaryota_ileS_555	Eukaryota	NA	NA	77586.LPERR06G18800.1	NA	NA	NA	Leersia perrieri
Eukaryota_ileS_556	Eukaryota	NA	NA	77586.LPERR07G01490.1	NA	NA	NA	Leersia perrieri
Eukaryota_ileS_557	Eukaryota	NA	NA	77586.LPERR02G05570.1	NA	NA	NA	Leersia perrieri
Eukaryota_ileS_558	Eukaryota	NA	NA	7955.ENSDARP00000009149	NA	NA	NA	Danio rerio
Eukaryota_ileS_559	Eukaryota	NA	NA	36630.CADNFIAP00000593	NA	NA	NA	Neosartorya fischeri
Eukaryota_ileS_560	Eukaryota	NA	NA	5911.EAS02932	NA	NA	NA	Tetrahymena thermophila
Eukaryota_ileS_561	Eukaryota	NA	NA	73501.XP_006672668.1	NA	NA	NA	Cordyceps militaris
Eukaryota_ileS_562	Eukaryota	NA	NA	3880.AES89548	NA	NA	NA	Medicago truncatula
Eukaryota_ileS_563	Eukaryota	NA	NA	474922.ELA24961	NA	NA	NA	Colletotrichum gloeosporioides
Eukaryota_ileS_564	Eukaryota	NA	NA	36651.K9G5H6	NA	NA	NA	Penicillium digitatum
Eukaryota_ileS_565	Eukaryota	NA	NA	132908.ENSPVAP00000009683	NA	NA	NA	Pteropus vampyrus
Eukaryota_ileS_566	Eukaryota	NA	NA	10029.XP_007617411.1	NA	NA	NA	Cricetulus griseus
Eukaryota_ileS_567	Eukaryota	NA	NA	10036.XP_005066368.1	NA	NA	NA	Mesocricetus auratus
Eukaryota_ileS_568	Eukaryota	NA	NA	7994.ENSAMXP00000004947	NA	NA	NA	Astyanax mexicanus
Eukaryota_ileS_569	Eukaryota	NA	NA	7994.ENSAMXP00000000038	NA	NA	NA	Astyanax mexicanus
Eukaryota_ileS_570	Eukaryota	NA	NA	7994.ENSAMXP00000004946	NA	NA	NA	Astyanax mexicanus
Eukaryota_ileS_571	Eukaryota	NA	NA	79684.XP_005355232.1	NA	NA	NA	Microtus ochrogaster
Eukaryota_ileS_572	Eukaryota	NA	NA	38727.Pavir.J02220.1.p	NA	NA	NA	Panicum virgatum
Eukaryota_ileS_573	Eukaryota	NA	NA	38727.Pavir.Db00662.1.p	NA	NA	NA	Panicum virgatum
Eukaryota_ileS_574	Eukaryota	NA	NA	8010.XP_010900056.1	NA	NA	NA	Esox lucius
Eukaryota_ileS_575	Eukaryota	NA	NA	325452.fgenesh_scip_prom.46568.2263	NA	NA	NA	Phytophthora kernoviae
Eukaryota_ileS_576	Eukaryota	NA	NA	5970.XP_009153963.1	NA	NA	NA	Exophiala dermatitidis
Eukaryota_ileS_577	Eukaryota	NA	NA	31033.ENSTRUP00000017335	NA	NA	NA	Takifugu rubripes
Eukaryota_ileS_578	Eukaryota	NA	NA	61273.S3CLW4	NA	NA	NA	Ophiostoma piceae
Eukaryota_ileS_579	Eukaryota	NA	NA	225117.XP_009363683.1	NA	NA	NA	Pyrus x
Eukaryota_ileS_580	Eukaryota	NA	NA	225117.XP_009337446.1	NA	NA	NA	Pyrus x
Eukaryota_ileS_581	Eukaryota	NA	NA	225117.XP_009365939.1	NA	NA	NA	Pyrus x
Eukaryota_ileS_582	Eukaryota	NA	NA	225117.XP_009365866.1	NA	NA	NA	Pyrus x
Eukaryota_ileS_583	Eukaryota	NA	NA	10090.ENSMUSP00000132082	NA	NA	NA	Mus musculus
Eukaryota_ileS_584	Eukaryota	NA	NA	8049.ENSGMOP00000003895	NA	NA	NA	Gadus morhua
Eukaryota_ileS_585	Eukaryota	NA	NA	28532.XP_010525919.1	NA	NA	NA	Tarenaya hassleriana
Eukaryota_ileS_586	Eukaryota	NA	NA	984962.XP_009547284.1	NA	NA	NA	Heterobasidion irregulare
Eukaryota_ileS_587	Eukaryota	NA	NA	10116.ENSRNOP00000019862	NA	NA	NA	Rattus norvegicus
Eukaryota_ileS_588	Eukaryota	NA	NA	3983.cassava4.1_021713m	NA	NA	NA	Manihot esculenta
Eukaryota_ileS_589	Eukaryota	NA	NA	3983.cassava4.1_032535m	NA	NA	NA	Manihot esculenta
Eukaryota_ileS_590	Eukaryota	NA	NA	3983.cassava4.1_015922m	NA	NA	NA	Manihot esculenta
Eukaryota_ileS_591	Eukaryota	NA	NA	8081.XP_008406745.1	NA	NA	NA	Poecilia reticulata
Eukaryota_ileS_592	Eukaryota	NA	NA	8083.ENSXMAP00000017658	NA	NA	NA	Xiphophorus maculatus
Eukaryota_ileS_593	Eukaryota	NA	NA	3988.XP_002529754.1	NA	NA	NA	Ricinus communis
Eukaryota_ileS_594	Eukaryota	NA	NA	3988.XP_002513392.1	NA	NA	NA	Ricinus communis
Eukaryota_ileS_595	Eukaryota	NA	NA	8090.ENSORLP00000005976	NA	NA	NA	Oryzias latipes
Eukaryota_ileS_596	Eukaryota	NA	NA	10141.ENSCPOP00000000733	NA	NA	NA	Cavia porcellus
Eukaryota_ileS_597	Eukaryota	NA	NA	81824.XP_001742550.1	NA	NA	NA	Monosiga brevicollis
Eukaryota_ileS_598	Eukaryota	NA	NA	104355.XP_007864437.1	NA	NA	NA	Gloeophyllum trabeum
Eukaryota_ileS_599	Eukaryota	NA	NA	4006.Lus10024041	NA	NA	NA	Linum usitatissimum
Eukaryota_ileS_600	Eukaryota	NA	NA	4006.Lus10041706	NA	NA	NA	Linum usitatissimum
Eukaryota_ileS_601	Eukaryota	NA	NA	4006.Lus10025306	NA	NA	NA	Linum usitatissimum
Eukaryota_ileS_602	Eukaryota	NA	NA	28583.AMAG_06092T0	NA	NA	NA	Allomyces macrogynus
Eukaryota_ileS_603	Eukaryota	NA	NA	28583.AMAG_09286T0	NA	NA	NA	Allomyces macrogynus
Eukaryota_ileS_604	Eukaryota	NA	NA	63400.XP_003016936.1	NA	NA	NA	Arthroderma benhamiae
Eukaryota_ileS_605	Eukaryota	NA	NA	85929.M3C2K4	NA	NA	NA	Sphaerulina musiva
Eukaryota_ileS_606	Eukaryota	NA	NA	63402.XP_003169851.1	NA	NA	NA	Microsporum gypseum
Eukaryota_ileS_607	Eukaryota	NA	NA	63405.XP_002847111.1	NA	NA	NA	Arthroderma otae
Eukaryota_ileS_608	Eukaryota	NA	NA	221103.XP_007844019.1	NA	NA	NA	Moniliophthora roreri
Eukaryota_ileS_609	Eukaryota	NA	NA	32507.XP_006783343.1	NA	NA	NA	Neolamprologus brichardi
Eukaryota_ileS_610	Eukaryota	NA	NA	38833.XP_003056474.1	NA	NA	NA	Micromonas pusilla
Eukaryota_ileS_611	Eukaryota	NA	NA	34740.HMEL007425-PA	NA	NA	NA	Heliconius melpomene
Eukaryota_ileS_612	Eukaryota	NA	NA	63418.F2PPK8	NA	NA	NA	Trichophyton equinum
Eukaryota_ileS_613	Eukaryota	NA	NA	8128.ENSONIP00000018063	NA	NA	NA	Oreochromis niloticus
Eukaryota_ileS_614	Eukaryota	NA	NA	10181.XP_004870144.1	NA	NA	NA	Heterocephalus glaber
Eukaryota_ileS_615	Eukaryota	NA	NA	6087.XP_004208624.1	NA	NA	NA	Hydra vulgaris
Eukaryota_ileS_616	Eukaryota	NA	NA	6087.XP_004212963.1	NA	NA	NA	Hydra vulgaris
Eukaryota_ileS_617	Eukaryota	NA	NA	6087.XP_002165468.2	NA	NA	NA	Hydra vulgaris
Eukaryota_ileS_618	Eukaryota	NA	NA	202698.XP_007380814.1	NA	NA	NA	Punctularia strigosozonata
Eukaryota_ileS_619	Eukaryota	NA	NA	5111.M1WIE1	NA	NA	NA	Claviceps purpurea
Eukaryota_ileS_620	Eukaryota	NA	NA	65489.OBART02G06320.1	NA	NA	NA	Oryza barthii
Eukaryota_ileS_621	Eukaryota	NA	NA	65489.OBART06G22670.1	NA	NA	NA	Oryza barthii
Eukaryota_ileS_622	Eukaryota	NA	NA	223192.XP_007918964.1	NA	NA	NA	Togninia minima
Eukaryota_ileS_623	Eukaryota	NA	NA	8153.XP_005932345.1	NA	NA	NA	Haplochromis burtoni
Eukaryota_ileS_624	Eukaryota	NA	NA	85982.XP_007317561.1	NA	NA	NA	Serpula lacrymans
Eukaryota_ileS_625	Eukaryota	NA	NA	432096.XP_003959924.1	NA	NA	NA	Kazachstania africana
Eukaryota_ileS_626	Eukaryota	NA	NA	88036.EFJ11556	NA	NA	NA	Selaginella moellendorffii
Eukaryota_ileS_627	Eukaryota	NA	NA	88036.EFJ11558	NA	NA	NA	Selaginella moellendorffii
Eukaryota_ileS_628	Eukaryota	NA	NA	88036.EFJ18945	NA	NA	NA	Selaginella moellendorffii
Eukaryota_ileS_629	Eukaryota	NA	NA	88036.EFJ18943	NA	NA	NA	Selaginella moellendorffii
Eukaryota_ileS_630	Eukaryota	NA	NA	126957.SMAR008236-PA	NA	NA	NA	Strigamia maritima
Eukaryota_ileS_631	Eukaryota	NA	NA	10224.XP_006820828.1	NA	NA	NA	Saccoglossus kowalevskii
Eukaryota_ileS_632	Eukaryota	NA	NA	4081.Solyc11g012140.1.1	NA	NA	NA	Solanum lycopersicum
Eukaryota_ileS_633	Eukaryota	NA	NA	10228.TriadP25814	NA	NA	NA	Trichoplax adhaerens
