Contig	Element	Start	End	MGE.type	genome
GVMAG-S-3300000177-8.fna|3300000177.a:TB18AUG2009H_c000032	GVMAG-S-3300000177-8.fna|3300000177.a:TB18AUG2009H_c000032_31	36302	37039	endonuclease	GVMAG-S-3300000177-8
GVMAG-S-3300000177-8.fna|3300000177.a:TB18AUG2009H_c000034	GVMAG-S-3300000177-8.fna|3300000177.a:TB18AUG2009H_c000034_40	37671	38156	endonuclease	GVMAG-S-3300000177-8
GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000004	GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000004_24	31328	32338	endonuclease	GVMAG-S-3300000576-38
GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000004	GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000004_57	61120	61671	endonuclease	GVMAG-S-3300000576-38
GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000249	GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000249_17	12989	14350	recombinase	GVMAG-S-3300000576-38
GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000251	GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000251_15	15957	16787	endonuclease	GVMAG-S-3300000576-38
GVMAG-S-3300000576-38.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000251	IS630	15526	17488	IS/transposase	GVMAG-S-3300000576-38
GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000006	GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000006_27	36463	37455	endonuclease	GVMAG-S-3300000576-45
GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000006	GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000006_58	65563	66114	endonuclease	GVMAG-S-3300000576-45
GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000025	GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000025_58	53352	54587	endonuclease	GVMAG-S-3300000576-45
GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000555	GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000555_11	11548	11712	IS/transposase	GVMAG-S-3300000576-45
GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000555	GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000555_12	11834	12763	endonuclease	GVMAG-S-3300000576-45
GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000555	GVMAG-S-3300000576-45.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000555_14	14227	14775	IS/transposase	GVMAG-S-3300000576-45
GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000035	GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000035_2	1117	2127	endonuclease	GVMAG-S-3300000576-53
GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000148	GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000148_7	7048	7599	endonuclease	GVMAG-S-3300000576-53
GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000154	GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10000154_10	4946	6304	recombinase	GVMAG-S-3300000576-53
GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10001074	GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10001074_4	2440	3276	endonuclease	GVMAG-S-3300000576-53
GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10001074	GVMAG-S-3300000576-53.fna|3300000576.a:SL_7KL_010_BRINEDRAFT_10001074_5	3388	3672	IS/transposase	GVMAG-S-3300000576-53
GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10009630	GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10009630_15	15888	16496	endonuclease	GVMAG-S-3300000929-49
GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10014925	GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10014925_19	17895	22979	endonuclease	GVMAG-S-3300000929-49
GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10042132	GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10042132_7	5792	7462	recombinase	GVMAG-S-3300000929-49
GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10061420	GVMAG-S-3300000929-49.fna|3300000929.a:NpDRAFT_10061420_6	5060	5902	resolvase	GVMAG-S-3300000929-49
GVMAG-S-3300001748-13.fna|JGI11772J19994_1000040	GVMAG-S-3300001748-13.fna|JGI11772J19994_1000040_28	22879	23559	resolvase	GVMAG-S-3300001748-13
GVMAG-S-3300002092-30.fna|3300002092.a:JGI24218J26658_1000553	GVMAG-S-3300002092-30.fna|3300002092.a:JGI24218J26658_1000553_10	6467	7621	recombinase	GVMAG-S-3300002092-30
GVMAG-S-3300002092-30.fna|3300002092.a:JGI24218J26658_1000629	GVMAG-S-3300002092-30.fna|3300002092.a:JGI24218J26658_1000629_12	7930	8622	resolvase	GVMAG-S-3300002092-30
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000007	GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000007_52	56828	57421	endonuclease	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000017	GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000017_46	51410	52228	resolvase	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000359	GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000359_20	12174	13583	recombinase	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000393	IS630	17278	17999	IS/transposase	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000647	GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000647_1	1	543	endonuclease	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000647	IS630	27	964	IS/transposase	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000688	GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10000688_7	8250	9083	resolvase	GVMAG-S-3300002153-41
GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10001534	GVMAG-S-3300002153-41.fna|3300002153.a:JGI24540J26637_10001534_10	8454	9248	endonuclease	GVMAG-S-3300002153-41
GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000119	GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000119_35	31198	32166	endonuclease	GVMAG-S-3300002186-40
GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000327	GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000327_17	12247	13419	endonuclease	GVMAG-S-3300002186-40
GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000556	GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000556_11	10744	11709	recombinase	GVMAG-S-3300002186-40
GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000556	GVMAG-S-3300002186-40.fna|3300002186.a:JGI24539J26755_10000556_11	10744	11709	resolvase	GVMAG-S-3300002186-40
GVMAG-S-3300002307-41.fna|3300002307.a:JGI24890J29729_1000042	GVMAG-S-3300002307-41.fna|3300002307.a:JGI24890J29729_1000042_35	24664	25515	recombinase	GVMAG-S-3300002307-41
GVMAG-S-3300002307-41.fna|3300002307.a:JGI24890J29729_1000042	GVMAG-S-3300002307-41.fna|3300002307.a:JGI24890J29729_1000042_96	78873	79640	resolvase	GVMAG-S-3300002307-41
GVMAG-S-3300002466-141.fna|3300002466.a:JGI10211J34971_10000176	GVMAG-S-3300002466-141.fna|3300002466.a:JGI10211J34971_10000176_29	20196	21089	endonuclease	GVMAG-S-3300002466-141
GVMAG-S-3300002466-141.fna|3300002466.a:JGI10211J34971_10001458	GVMAG-S-3300002466-141.fna|3300002466.a:JGI10211J34971_10001458_9	9499	10827	recombinase	GVMAG-S-3300002466-141
GVMAG-S-3300002466-75.fna|3300002466.a:JGI10211J34971_10000590	GVMAG-S-3300002466-75.fna|3300002466.a:JGI10211J34971_10000590_12	9284	14110	endonuclease	GVMAG-S-3300002466-75
GVMAG-S-3300002466-75.fna|3300002466.a:JGI10211J34971_10002884	GVMAG-S-3300002466-75.fna|3300002466.a:JGI10211J34971_10002884_7	5834	6880	resolvase	GVMAG-S-3300002466-75
GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100001234	GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100001234_27	22749	23321	endonuclease	GVMAG-S-3300004097-149
GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100001349	GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100001349_12	22663	24006	recombinase	GVMAG-S-3300004097-149
GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100003035	GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100003035_3	1285	2307	endonuclease	GVMAG-S-3300004097-149
GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100004977	GVMAG-S-3300004097-149.fna|3300004097.a:Ga0055584_100004977_13	7858	8679	resolvase	GVMAG-S-3300004097-149
GVMAG-S-3300004128-22.fna|3300004128.a:Ga0066180_10000020	GVMAG-S-3300004128-22.fna|3300004128.a:Ga0066180_10000020_5	2300	2689	endonuclease	GVMAG-S-3300004128-22
GVMAG-S-3300004128-22.fna|3300004128.a:Ga0066180_10000167	GVMAG-S-3300004128-22.fna|3300004128.a:Ga0066180_10000167_7	4903	5595	resolvase	GVMAG-S-3300004128-22
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000493	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000493_11	11809	12648	resolvase	GVMAG-S-3300005517-64
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000493	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000493_3	3913	4701	resolvase	GVMAG-S-3300005517-64
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000711	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000711_13	13384	13818	IS/transposase	GVMAG-S-3300005517-64
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000711	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000711_9	9093	9665	endonuclease	GVMAG-S-3300005517-64
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000901	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000901_10	10777	12033	endonuclease	GVMAG-S-3300005517-64
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000984	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10000984_12	10330	11367	endonuclease	GVMAG-S-3300005517-64
GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10001041	GVMAG-S-3300005517-64.fna|3300005517.a:Ga0070374_10001041_5	2252	2797	endonuclease	GVMAG-S-3300005517-64
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000280	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000280_4	846	2654	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000280	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000280_47	41395	42216	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000280	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000280_6	5325	6071	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000293	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000293_19	16138	16458	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000367	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000367_22	12856	15438	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000367	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000367_74	51518	53032	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000379	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000379_1	155	1390	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000379	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000379_37	33016	35502	recombinase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000379	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000379_58	48869	49636	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000387	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000387_25	19350	20993	recombinase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000387	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000387_64	58914	59207	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000387	IS630	58914	59208	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000751	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000751_5	8384	9535	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000753	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000753_35	32698	33402	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000787	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000787_1	1	591	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000787	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1000787_2	634	915	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001003	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001003_20	17684	18709	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001205	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001205_1	1	318	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001205	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001205_2	471	1454	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001205	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001205_3	1582	2208	resolvase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339_14	7779	9344	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339_2	659	1195	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339_2	659	1195	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339_21	16242	17405	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001339	IS630	263	1614	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001398	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1001398_2	273	569	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1003156	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1003156_2	641	2599	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1005907	GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1005907_12	10028	10321	endonuclease	GVMAG-S-3300005613-42
GVMAG-S-3300005613-42.fna|3300005613.a:Ga0074649_1005907	IS630	10117	10322	IS/transposase	GVMAG-S-3300005613-42
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000151	IS200/IS605	63106	63276	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000201	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000201_40	27773	30316	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000201	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000201_44	32922	33668	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000201	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000201_45	33687	34538	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000202	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000202_11	7130	8773	recombinase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000297	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000297_24	16159	17325	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000575	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000575_4	2344	3138	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000575	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000575_46	42038	42571	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000575	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000575_49	44692	45192	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000625	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000625_52	45954	46853	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000625	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000625_6	3081	3791	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1000625	IS607	45522	46806	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001010	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001010_37	32859	33719	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001254	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001254_1	1	891	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001295	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001295_18	10831	11199	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001506	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1001506_19	10834	12396	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002048	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002048_25	20262	22202	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002119	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002119_11	12356	13048	endonuclease	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002460	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002460_10	8000	8878	resolvase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1002460	IS200/IS605	11137	12384	IS/transposase	GVMAG-S-3300005613-53
GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1003718	GVMAG-S-3300005613-53.fna|3300005613.a:Ga0074649_1003718_9	7552	8487	resolvase	GVMAG-S-3300005613-53
GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1000801	GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1000801_20	17178	17579	endonuclease	GVMAG-S-3300005645-37
GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1000801	GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1000801_6	2478	3518	endonuclease	GVMAG-S-3300005645-37
GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1001046	GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1001046_1	1	6426	endonuclease	GVMAG-S-3300005645-37
GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1001163	GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1001163_13	9903	10466	endonuclease	GVMAG-S-3300005645-37
GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1002407	GVMAG-S-3300005645-37.fna|3300005645.a:Ga0077109_1002407_11	7692	10304	endonuclease	GVMAG-S-3300005645-37
GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10001046	GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10001046_19	15010	15375	endonuclease	GVMAG-S-3300005662-140
GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10001345	GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10001345_5	4981	5502	endonuclease	GVMAG-S-3300005662-140
GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10002365	GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10002365_10	9015	10070	endonuclease	GVMAG-S-3300005662-140
GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10003362	GVMAG-S-3300005662-140.fna|3300005662.a:Ga0078894_10003362_15	9885	10532	endonuclease	GVMAG-S-3300005662-140
GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10000545	GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10000545_3	1362	1988	endonuclease	GVMAG-S-3300005662-148
GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10001251	GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10001251_7	4470	5444	endonuclease	GVMAG-S-3300005662-148
GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10001392	GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10001392_14	13836	14204	endonuclease	GVMAG-S-3300005662-148
GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10001447	GVMAG-S-3300005662-148.fna|3300005662.a:Ga0078894_10001447_16	14041	15063	endonuclease	GVMAG-S-3300005662-148
GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10001882	GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10001882_6	6934	7713	endonuclease	GVMAG-S-3300005662-156
GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10002476	GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10002476_10	6021	10361	endonuclease	GVMAG-S-3300005662-156
GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10002790	GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10002790_1	15	611	endonuclease	GVMAG-S-3300005662-156
GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10003488	GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10003488_10	11274	11765	endonuclease	GVMAG-S-3300005662-156
GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10003488	GVMAG-S-3300005662-156.fna|3300005662.a:Ga0078894_10003488_5	6293	7687	recombinase	GVMAG-S-3300005662-156
GVMAG-S-3300005662-174.fna|3300005662.a:Ga0078894_10001179	GVMAG-S-3300005662-174.fna|3300005662.a:Ga0078894_10001179_18	15439	16488	endonuclease	GVMAG-S-3300005662-174
GVMAG-S-3300005662-174.fna|3300005662.a:Ga0078894_10001305	GVMAG-S-3300005662-174.fna|3300005662.a:Ga0078894_10001305_2	1395	2021	endonuclease	GVMAG-S-3300005662-174
GVMAG-S-3300005662-174.fna|3300005662.a:Ga0078894_10003896	GVMAG-S-3300005662-174.fna|3300005662.a:Ga0078894_10003896_10	10142	11143	endonuclease	GVMAG-S-3300005662-174
GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000043	GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000043_123	103920	105038	endonuclease	GVMAG-S-3300006056-271
GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000217	GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000217_8	7266	9371	endonuclease	GVMAG-S-3300006056-271
GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000580	GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000580_5	5116	6033	endonuclease	GVMAG-S-3300006056-271
GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000905	GVMAG-S-3300006056-271.fna|3300006056.a:Ga0075163_10000905_10	8853	9863	resolvase	GVMAG-S-3300006056-271
GVMAG-S-3300007519-189.fna|3300007519.a:Ga0105055_10010122	GVMAG-S-3300007519-189.fna|3300007519.a:Ga0105055_10010122_2	622	1767	endonuclease	GVMAG-S-3300007519-189
GVMAG-S-3300007519-189.fna|3300007519.a:Ga0105055_10011029	GVMAG-S-3300007519-189.fna|3300007519.a:Ga0105055_10011029_7	8249	9274	endonuclease	GVMAG-S-3300007519-189
GVMAG-S-3300007519-189.fna|3300007519.a:Ga0105055_10012529	GVMAG-S-3300007519-189.fna|3300007519.a:Ga0105055_10012529_5	1910	2743	endonuclease	GVMAG-S-3300007519-189
GVMAG-S-3300007519-203.fna|3300007519.a:Ga0105055_10001613	GVMAG-S-3300007519-203.fna|3300007519.a:Ga0105055_10001613_9	7871	8299	endonuclease	GVMAG-S-3300007519-203
GVMAG-S-3300007519-203.fna|3300007519.a:Ga0105055_10004167	GVMAG-S-3300007519-203.fna|3300007519.a:Ga0105055_10004167_1	87	935	integrase	GVMAG-S-3300007519-203
GVMAG-S-3300007519-203.fna|3300007519.a:Ga0105055_10011406	GVMAG-S-3300007519-203.fna|3300007519.a:Ga0105055_10011406_2	1786	2688	endonuclease	GVMAG-S-3300007519-203
